Year,Geo Level,State,State ANSI,Fruit,Category,Item,Metric,Value,CV (%)
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,69.8
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,69.8
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,69.8
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,KANSAS,20,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,1,94.6
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,43.9
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,4,43.9
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,40,94.1
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,75.2
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,40,94.1
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,4,43.9
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,75.2
2019,STATE,KENTUCKY,21,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,40,94.1
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,30.4
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,30.4
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,30.4
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,LOUISIANA,22,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,5,36.7
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,19,15.7
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,19,15.7
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,168,33.3
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,35.4
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,168,33.4
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,19,15.7
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,36.0
2019,STATE,MAINE,23,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,168,33.8
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,4,36.7
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,13,15.7
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,13,15.7
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,158,33.3
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,35.4
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,158,33.4
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,13,15.7
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,2,(H)
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,(D)
2019,STATE,MARYLAND,24,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,14,36.7
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,14,15.7
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,14,15.7
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,485,33.3
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,35.4
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,485,33.4
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,14,15.7
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,36.0
2019,STATE,MASSACHUSETTS,25,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,485,33.8
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,11,61.3
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,30,24.6
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,30,24.6
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,435,56.2
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,435,56.2
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,30,24.6
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,MICHIGAN,26,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,435,56.2
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,13,37.8
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,13,37.8
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,73,47.9
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,55.0
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,73,47.9
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,13,37.8
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,55.0
2019,STATE,MINNESOTA,27,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,73,47.9
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,24.6
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,24.6
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,24.6
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,MISSOURI,29,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,47.2
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,4,47.2
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,39,52.1
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,59.1
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,39,52.1
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,4,47.2
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,59.1
2019,STATE,MONTANA,30,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,39,52.1
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,69.8
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,2,69.8
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,2,69.8
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,NEBRASKA,31,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,47.2
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,47.2
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,47.2
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,NEVADA,32,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,1,36.7
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,15.7
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,4,15.7
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,35.4
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,4,15.7
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,36.0
2019,STATE,NEW HAMPSHIRE,33,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,7,36.7
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,10,15.7
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,10,15.7
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,208,33.3
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,208,33.4
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,10,15.7
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,NEW JERSEY,34,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,208,33.8
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,47.2
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,47.2
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,47.2
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,NEW MEXICO,35,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,41,40.9
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,36,27.3
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,36,27.3
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,32.6
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,42.2
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,32.6
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,34,28.7
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,2,95.0
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,(D)
2019,STATE,NEW YORK,36,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,4,94.6
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,7,43.9
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,7,43.9
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,300,94.1
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,75.2
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,300,94.1
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,7,43.9
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,75.2
2019,STATE,NORTH CAROLINA,37,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,300,94.1
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,9,66.3
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,17,50.7
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,17,50.7
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,315,56.9
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,85.0
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,315,56.9
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,17,50.7
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,85.0
2019,STATE,OHIO,39,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,315,56.9
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,10,(H)
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,95.2
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,4,95.2
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,880,(H)
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(H)
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,880,(H)
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,4,95.2
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(H)
2019,STATE,OKLAHOMA,40,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,880,(H)
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,197,(H)
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,21,42.5
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,21,42.5
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(H)
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(H)
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(H)
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,19,39.8
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,59.6
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,38.9
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,3,(H)
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,(H)
2019,STATE,OREGON,41,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,NA,(H)
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,6,43.1
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,16,49.0
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,16,49.0
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,341,38.4
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,35.1
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,341,38.4
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,16,49.0
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,35.1
2019,STATE,PENNSYLVANIA,42,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,341,38.4
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,15.7
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,2,15.7
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,2,15.7
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,RHODE ISLAND,44,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,13,79.0
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,8,30.4
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,8,30.4
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,332,76.3
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,83.4
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,332,76.3
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,8,30.4
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,83.4
2019,STATE,SOUTH CAROLINA,45,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,332,76.3
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,69.8
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,69.8
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,69.8
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,SOUTH DAKOTA,46,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
