Program,Year,Period,Week_Ending,Geo_Level,State,State_ANSI,Region,Commodity,Data_Item,Domain,Domain_Category,Value
CENSUS,2019,YEAR,NA,STATE,PENNSYLVANIA,42,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),341
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,RHODE ISLAND,44,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),332
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),332
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),8
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH CAROLINA,45,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),332
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,SOUTH DAKOTA,46,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),219
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),219
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,TENNESSEE,47,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),219
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),21
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),26
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),26
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),26
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VERMONT,50,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,VIRGINIA,51,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),55
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),57
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),57
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),53
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WASHINGTON,53,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, PROCESSING - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),23
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WEST VIRGINIA,54,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH AREA HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),22
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),22
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - PRODUCTION, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),135
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),135
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),22
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4
CENSUS,2019,YEAR,NA,STATE,WISCONSIN,55,NA,STRAWBERRIES,"STRAWBERRIES, ORGANIC, FRESH MARKET - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),135
SURVEY,2024,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, ADJUSTED BASE, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,10.9
SURVEY,2024,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, ADJUSTED BASE, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,4.04
SURVEY,2023,MARKETING YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,123
SURVEY,2023,MARKETING YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,142
SURVEY,2023,MARKETING YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,43.8
SURVEY,2023,MARKETING YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,121
SURVEY,2023,MARKETING YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,MARKETING YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,MARKETING YEAR,NA,STATE,FLORIDA,12,NA,STRAWBERRIES,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,147
SURVEY,2023,MARKETING YEAR,NA,STATE,FLORIDA,12,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,MARKETING YEAR,NA,STATE,FLORIDA,12,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,MARKETING YEAR,NA,STATE,OTHER STATES,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,142
SURVEY,2023,MARKETING YEAR,NA,STATE,OTHER STATES,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,43.8
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,STRAWBERRIES - ACRES PLANTED,TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,485
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,24.26
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,120
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, 10 YEAR AVG, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,120
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, ADJUSTED BASE, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,10.8
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,44.4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, 10 YEAR AVG, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,44.4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, ADJUSTED BASE, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,4.05
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,4
SURVEY,2023,YEAR,NA,NATIONAL,US TOTAL,Unknown,NA,STRAWBERRIES,"STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,4
